"SYMBOL","ORDER_NO","STATEMENT_DATE","SELLING_GENERAL_AND_ADMINIST","EXTRAORDINARY_ITEMS","GROSS_PROFIT","EFFECT_OF_ACCOUNTING_CHANGES","OTHER_ITEMS","TOTAL_OPERATING_EXPENSES","TOTAL_OTHER_INCOM_TO_EXPEN_NET","PREFER_STOCK_AND_OTHER_ADJUSTM","INCOME_TAX_EXPENSE","TOTAL_REVENUE","NET_INCOME","COST_OF_REVENUE","RESEARCH_DEVELOPMENT","OTHERS","OPERATING_INCOME_OR_LOSS","DISCONTINUED_OPERATIONS","EARNIN_BEFORE_INTERE_AND_TAXES","INCOME_BEFORE_TAX","MINORITY_INTEREST","NET_INCOM_APPLI_TO_COMMO_SHARE","NON_RECURRING","INTEREST_EXPENSE","NET_INCOME_FROM_CONTINUING_OPS"
"ONB",0,31-DEC-13,"353822","","","","","","","","41597","526568","100920","18124","","5843","","","148779","142517","","100920","","6262","100920"
"ONB",1,31-DEC-14,"377318","","","","","","","","38297","554858","103667","13326","","12217","","","151997","141964","","103667","","10033","103667"
"ONB",2,31-DEC-15,"419186","","","","","","","","46177","629821","116716","14168","","14669","","","181798","162893","","116716","","18905","116716"
"ONCE",0,31-DEC-13,"2381","","","","","","","","","","-57278","","4897","","-57278","","-57278","-57278","","-57278","50000","","-57278"
"ONCE",1,31-DEC-14,"7863","","634","","","","6","-707","","634","-24325","","16351","","-24330","","-24325","-24325","","-25032","750","","-24325"
"ONCE",2,31-DEC-15,"23352","","22064","","","","192","-635","","22064","-47126","","46029","","-47318","","-47126","-47126","","-47761","","","-47126"
"ONCS",0,31-JUL-13,"3906","","","","","","","","2","","-7150","","3159","","-7065","","-7065","-7148","","-7150","","83","-7150"
"ONCS",1,31-JUL-14,"6153","","","","","","","","42","","-12012","","5796","","-11950","","-11950","-11970","","-12012","","21","-12012"
"ONCS",2,31-JUL-15,"8108","","","","","","","","2","","-21243","","13133","","-21241","","-21241","-21241","","-21243","","","-21243"
"PETX",0,31-DEC-13,"8572","","15","","","19796","553","","-12722","123","-6938","108","10925","298","-19781","","-19228","-19660","","-6938","1","432","-6938"
"PETX",1,31-DEC-14,"17938","","434","","","42043","2410","","-1443","767","-38816","333","19985","1891","-41609","","-39199","-40259","","-38816","2229","1060","-38816"
"PETX",2,31-DEC-15,"19819","","313","","","89809","5329","","-1698","678","-84054","365","24964","1544","-89496","","-84167","-85752","","-84054","43482","1585","-84054"
"PF",0,29-DEC-13,"350696","","654249","","","","141","","71475","2463802","89349","1809553","10516","","293037","","293178","160824","","89349","","132354","89349"
"PF",1,28-DEC-14,"157646","","681198","","","","121","","167800","2591183","248418","1909985","11281","","512271","","512392","416218","","248418","","96174","248418"
"PF",2,27-DEC-15,"302812","","740506","","","","198","","123879","2655792","212508","1915286","12992","","424702","","424900","336387","","212508","","88513","212508"
"PFBI",0,31-DEC-13,"30569","","","","","","","-659","7404","56202","13229","4088","","225","","","21320","20633","","12570","","687","13229"
"PFBI",1,31-DEC-14,"33672","","","","","","","-598","7170","59680","13150","3738","","1352","","","20918","20320","","12552","","598","13150"
"PFBI",2,31-DEC-15,"34951","","","","","","","","6903","59510","12446","3482","","1179","","","19898","19349","","12446","","549","12446"
"PFBX",0,31-DEC-13,"22776","","","","","","","","-2201","34023","-538","1256","","12539","","","-2548","-2739","","-538","","191","-538"
"PFBX",1,31-DEC-14,"24154","","","","","","","","4726","30775","-10004","1211","","10458","","","-5048","-5278","","-10004","","230","-10004"
"PFBX",2,31-DEC-15,"25297","","","","","","","","-762","26209","-4592","677","","5391","","","-5156","-5354","","-4592","","198","-4592"
"PFE",0,31-DEC-13,"14355000","","41998000","","","26814000","532000","","4306000","51584000","22003000","9586000","6678000","4599000","15184000","10662000","15716000","15716000","313000","22003000","1182000","","11410000"
"PFE",1,31-DEC-14,"14097000","","40028000","","","26779000","-1009000","","3120000","49605000","9135000","9577000","8393000","4039000","13249000","48000","12240000","12240000","321000","9135000","250000","","9119000"
"PFE",2,31-DEC-15,"14809000","","39203000","","","27379000","-2860000","","1990000","48851000","6960000","9648000","7690000","3728000","11824000","11000","8965000","8965000","278000","6960000","1152000","","6975000"
"PFG",0,31-DEC-13,"189000","","4605900","","","","","-33000","187900","9289500","912700","4683600","","3292900","1124000","","1124000","1124000","92800","879700","","","936100"
"PFG",1,31-DEC-14,"177400","","5246600","","","","","-33000","318500","10477600","1144100","5231000","","3574300","1494900","","1494900","1494900","48000","1111100","","","1176400"
"PFG",2,31-DEC-15,"163500","","5266700","","","","","-24700","177600","11964400","1234000","6697700","","3672400","1430800","","1430800","1430800","65800","1209300","","","1253200"
"PFIE",0,31-MAR-14,"10387","","20039","","","","13","","3075","35392","5607","15353","703","277","8672","","8685","8682","","5607","","3","5607"
"PFIE",1,31-MAR-15,"16296","","27223","","","","56","","2844","51179","5748","23957","1833","558","8536","","8592","8592","","5748","","","5748"
"PFIE",2,31-MAR-16,"12264","","13640","","","","202","","128","27072","35","13432","899","517","-40","","163","163","","35","","","35"
"PFIN",0,31-DEC-13,"22238","","27332","","","","","","1379","76066","3225","48734","","","5094","","5094","4604","","3225","","490","3225"
"PFIN",1,31-DEC-14,"23064","","27381","","","","","","1697","75035","2080","47654","","","4317","","4317","3777","","2080","","540","2080"
"PFIN",2,31-DEC-15,"23969","","29928","","","","126","","1826","81702","3544","51774","","","5959","","6085","5370","","3544","","715","3544"
"PFIS",0,31-DEC-13,"31461","","","","","","","","485","49132","5721","2876","","2687","","","7499","6206","","5721","4609","1293","5721"
"PFIS",1,31-DEC-14,"42874","","","","","","","","5459","79207","17649","5431","","4858","","","24319","23108","","17649","1725","1211","17649"
"PFIS",2,31-DEC-15,"45584","","","","","","","","4521","78760","17723","4953","","4895","","","23328","22244","","17723","","1084","17723"
"PSTI",0,30-JUN-13,"5649","","659","","","","1068","","","679","-21155","20","17233","","-22223","","-21155","-21155","","-21155","","","-21155"
"PSTI",1,30-JUN-14,"8676","","368","","","","918","","","379","-26932","11","19542","","-27850","","-26932","-26932","","-26932","","","-26932"
"PSTI",2,30-JUN-15,"6460","","366","","","","590","","","379","-24677","13","19173","","-25267","","-24677","-24677","","-24677","","","-24677"
"PSX",0,31-DEC-13,"15597000","","19145000","","","","180000","","1844000","171596000","3726000","152451000","","971000","2548000","61000","5801000","5526000","442000","3726000","29000","275000","3682000"
"PSX",1,31-DEC-14,"16703000","","21029000","","","","389000","","1654000","161212000","4762000","140183000","","1019000","3157000","706000","6012000","5745000","447000","4762000","150000","267000","4091000"
"PSX",2,31-DEC-15,"15747000","","21282000","","","","352000","","1764000","98975000","4227000","77693000","","1099000","4429000","","6354000","6044000","838000","4227000","7000","310000","4280000"
"PSXP",0,31-DEC-13,"23200","","135000","","","","","-68400","500","187200","96700","52200","","14300","97500","","97500","97200","","28300","","300","96700"
"PSXP",1,31-DEC-14,"29800","","176600","","","","-100","-16700","800","229100","124400","52500","","16200","130600","","130500","125200","","107700","","5300","124400"
"PSXP",2,31-DEC-15,"35600","","208800","","","","-100","-41000","300","271000","194200","62200","","21800","151400","","228400","194500","","153200","","33900","271300"
"PTC",0,30-SEP-13,"492577","","920502","","","793178","5886","","-17535","1293541","143769","373039","221918","26486","127324","","133210","126234","","143769","52197","6976","143769"
"PTC",1,30-SEP-14,"499679","","983284","","","786708","-2309","","25918","1356967","160194","373683","226496","32127","196576","","194267","186112","","160194","28406","8155","160194"
"PTC",2,30-SEP-15,"571841","","920508","","","878892","-349","","-21032","1255242","47557","334734","227513","36129","41616","","41267","26525","","47557","43409","14742","47557"
"PTCT",0,31-DEC-13,"25219","","34696","","","","-92","-14858","","34696","-51574","","54875","","-45398","","-51574","-51574","","-66432","","","-51704"
"PTCT",1,31-DEC-14,"44820","","25245","","","","-213","","-4693","25245","-93753","","79838","","-99413","","-98446","-98446","","-93753","","","-93753"
"PTCT",2,31-DEC-15,"82080","","36766","","","","-465","","485","36766","-170447","","121816","","-167130","","-169962","-169962","","-170447","","","-170447"
"PTEN",0,31-DEC-13,"73852","","990128","","","","5993","","108432","2716034","188009","1725906","","597469","322191","","324800","296441","","188009","","28359","188009"
"PTEN",1,31-DEC-14,"80145","","1066220","","","","16763","","91619","3182291","162664","2116071","","718730","283126","","284108","254283","","162664","","29825","162664"
"PTEN",2,31-DEC-15,"87173","","658908","","","","11611","","-147963","1891277","-294486","1232369","","864759","-406972","","-405974","-442449","","-294486","124561","36475","-294486"
"PTI",0,31-DEC-13,"3747","","1141","","","","-138","-6887","","1141","-15720","","12976","","-15582","","-15720","-15720","","-22607","","","-15720"
"PTI",1,31-DEC-14,"4089","","5150","","","","110","-13874","","5150","-15772","","16744","","-15683","","-15573","-15772","","-29646","","199","-15772"
"PTI",2,31-DEC-15,"6322","","4312","","","","93","1731","","4312","-25040","","22524","","-24534","","-24441","-25040","","-23309","","599","-25040"
"PTIE",0,31-DEC-13,"4837","","41119","","","","106","","-73","41119","31544","","4917","","31365","","31471","31471","","31544","","","31544"
"PTIE",1,31-DEC-14,"5127","","","","","","47","","","","-12386","","7306","","-12433","","-12386","-12386","","-12386","","","-12386"
"PTIE",2,31-DEC-15,"5102","","","","","","57","","","","-14145","","9100","","-14202","","-14145","-14145","","-14145","","","-14145"
"PTLA",0,31-DEC-13,"15423","","10531","","","","826","","","10531","-83352","","79286","","-84178","","-83352","-83352","","-83352","","","-83352"
"PTLA",1,31-DEC-14,"23552","","9625","","","","441","","","9625","-137125","","123639","","-137566","","-137125","-137125","","-137125","","","-137125"
"PTLA",2,31-DEC-15,"38869","","12070","","","","305","","-365","12070","-226505","","200376","","-227175","","-226870","-226870","2927","-226505","","","-226505"
"PTN",0,30-JUN-13,"5067","","10","","","","-7022","","-1753","10","-20862","","10529","","-15585","","-22607","-22615","","-20862","","8","-20862"
"NRG",0,31-DEC-13,"895000","","3165000","","","2822000","-136000","-9000","-282000","11295000","-386000","8130000","84000","1256000","343000","","214000","-634000","865000","-395000","587000","848000","-429000"
"NRG",1,31-DEC-14,"1008000","","4074000","","","2803000","-73000","-56000","3000","15868000","134000","11794000","91000","1523000","1271000","","1254000","135000","1914000","78000","181000","1119000","95000"
"NRG",2,31-DEC-15,"1199000","","3919000","","","7959000","52000","-20000","1342000","14674000","-6382000","10755000","154000","1566000","-4040000","","-3966000","-5094000","2727000","-6402000","5040000","1128000","-6285000"
"NRIM",0,31-DEC-13,"38133","","","","","","","","6246","58960","12325","2040","","-407","","","18658","18658","167","12325","536","","13552"
"NRIM",1,31-DEC-14,"45787","","","","","","","","8173","75495","17408","2053","","-347","","","26040","26040","118","17408","1962","","18302"
"NRIM",2,31-DEC-15,"72387","","","","","","","","8784","104388","17783","2871","","2012","","","27118","27118","179","17783","","","17783"
"NRT",0,31-OCT-13,"936","","21546","","","","25","","","21546","20635","","","","20610","","20635","20635","","20635","","","20635"
"NRT",1,31-OCT-14,"901","","18927","","","","19","","","18927","18045","","","","18026","","18045","18045","","18045","","","18045"
"NRT",2,31-OCT-15,"819","","12391","","","","9","","","12391","11581","","","","11571","","11581","11581","","11581","","","11581"
"NRZ",0,31-DEC-13,"42474","","","","","","240265","","","","348805","","","","-42474","","280647","265623","247225","265949","","15024","348805"
"NRZ",1,31-DEC-14,"104899","","","","","","656823","","22957","","406717","","","","-104899","","605764","465056","253836","352877","","140708","406717"
"NRZ",2,31-DEC-15,"117823","","","","","","662717","","-11001","","268636","","","","-117823","","544894","270881","190647","268636","","274013","268636"
"NS",0,31-DEC-13,"545482","","1009735","","","","13454","","12753","3463732","-273770","2453997","","178921","-19121","-99162","-45637","-172756","1658","-273770","304453","127119","-185509"
"NS",1,31-DEC-14,"568981","","1107590","","","","5554","","10801","3075118","210773","1967528","","191708","346901","-3791","357251","224970","","210773","","132281","214169"
"NS",2,31-DEC-15,"575552","","1176466","","","","61822","","14712","2084040","306720","907574","","210210","390704","774","452526","320658","","306720","","131868","305946"
"NSA",0,31-DEC-13,"4660","","25352","","","","-3446","","","40164","-1253","14812","","9375","11317","","7871","-11734","55197","-1253","","19605","-1253"
"NSA",1,31-DEC-14,"8189","","49057","","","","-10407","","","76970","","27913","","23785","17083","","6676","-16357","214104","","","23033","-1020"
"NSA",2,31-DEC-15,"16265","","88507","","","","-6016","","","133919","12440","45412","","40651","31591","","25575","4796","279414","12440","","20779","11526"
"NSAM",0,31-DEC-13,"91933","","89938","","","","","","","89938","-3990","","","","-1995","","-1995","-1995","","-1995","","","-3990"
"NSAM",1,31-DEC-14,"236971","","259142","","","","-410","","1622","259142","39822","","","","22171","","20722","20722","","19100","","","39822"
"NSAM",2,31-DEC-15,"289778","","435821","","","","-4274","","21869","435821","262410","","","","146043","","143394","142616","1678","119794","","778","262410"
"NSAT",0,31-DEC-12,"11263","","18160","","","","-304","","-2501","42429","5135","24269","3420","","3477","81","3173","2553","","5135","","620","5054"
"NSAT",1,31-DEC-13,"7906","","13823","","","","901","","-731","36418","3707","22594","3513","","2404","","3306","2976","","3707","","330","3707"
"NSAT",2,31-DEC-14,"8128","","14379","","","","539","","-494","36179","4195","21800","2846","","3405","","3944","3701","","4195","","243","4195"
"ONDK",0,31-DEC-13,"58020","","37403","","","","-3739","-12724","","37403","-24356","","","26570","-20617","","-23080","-24356","","-37080","27756","1276","-24356"
